Timestamp,Name:,Roll Number:,Department,What is your sleeping pattern?,What is your study habit preference?,What kind of sleeping environment do you prefer?,What is your food preference?,Are you comfortable sharing a room with someone with a different food habit?,Do you consider yourself more of an:,Do you have any health conditions or allergies your roommate should know? (If no enter 'Nil'),How open are you to adjusting if you don’t get roomate of similar choice?
10/06/2025 08:19:00,Rajeshwaran,24MEC964,Mechanical,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,No,Extrovert,No,Somewhat flexible
10/22/2025 01:18:00,Dharanesh,24AIM432,AIML,10 PM – 12 AM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/14/2025 20:03:00,Saran Raj,24CHE758,Chemistry,10 PM – 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Extrovert,Dust allergy,Not flexible
10/18/2025 03:46:00,Harish G,24IT122,IT,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Extrovert,Nil,Very flexible
10/08/2025 00:26:00,Prem Kumar,24AIM880,AIML,Before 10 PM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Ambivert,Diabetes,Very flexible
10/13/2025 15:53:00,Saran Raj,24MEC803,Mechanical,10 PM – 12 AM,I’m okay with mild background noise/music,Okay with some noise,Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/04/2025 04:56:00,Naveen Raj,24AIM395,AIML,Before 10 PM,I prefer studying in silence,Okay with some noise,Vegetarian,Yes,Extrovert,No,Very flexible
10/18/2025 22:32:00,Madhan Kumar,24IT141,IT,Before 10 PM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Dust allergy,Somewhat flexible
10/17/2025 07:33:00,Vignesh R,24BIO760,Biotechnology,After 12 AM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,Yes,Ambivert,No,Very flexible
10/06/2025 23:35:00,Vinoth Kumar,24BIO444,Biotechnology,After 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Introvert,Diabetes,Very flexible
10/19/2025 17:55:00,Vinoth Kumar,24MEC788,Mechatronics,After 12 AM,I prefer group study,"Complete silence, Complete darkness",No preference,Yes,Ambivert,No,Somewhat flexible
10/04/2025 05:59:00,Ajith Kumar,24PHY315,Physics,10 PM – 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/16/2025 09:52:00,Nandhakumar,24MEC812,Mechatronics,Before 10 PM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Ambivert,Dust allergy,Not flexible
10/03/2025 13:14:00,Sathya Narayanan,24AIM828,AIML,Before 10 PM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Extrovert,Asthma,Very flexible
10/20/2025 07:34:00,Vasanth Kumar,24AIM636,AIML,Before 10 PM,I prefer studying in silence,Complete darkness,Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/02/2025 07:47:00,Surya Narayanan,24BIO439,Biotechnology,10 PM – 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
10/18/2025 12:51:00,Vijay Anand,24PHY882,Physics,After 12 AM,I prefer studying in silence,Complete silence,Non-Vegetarian,Yes,Introvert,None,Somewhat flexible
10/21/2025 14:58:00,Hariharan,24EEE315,EEE,10 PM – 12 AM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Ambivert,Diabetes,Somewhat flexible
10/04/2025 11:54:00,Karthikeyan A,24MEC890,Mechanical,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,No,Extrovert,No,Somewhat flexible
10/15/2025 06:26:00,Ravi M,24MEC207,Mechanical,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,Diabetes,Very flexible
10/12/2025 09:13:00,Suresh Babu,24EEE531,EEE,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust",No preference,No,Introvert,NIL,Very flexible
10/03/2025 23:56:00,Suresh Babu,24ECE156,ECE,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Asthma,Very flexible
10/12/2025 03:15:00,Sanjay Kumar,24PHY691,Physics,After 12 AM,I prefer studying in silence,Complete darkness,Vegetarian,Yes,Introvert,None,Somewhat flexible
10/06/2025 17:42:00,Karthick Raj,24EIE138,EIE,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,No,Ambivert,None,Very flexible
10/15/2025 15:20:00,Vijay Anand,24AIM835,AIML,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,None,Very flexible
10/09/2025 11:51:00,Deepak S,24EIE461,EIE,Before 10 PM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Ambivert,Diabetes,Very flexible
10/19/2025 01:58:00,Varun Kumar,24IT105,IT,10 PM – 12 AM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,No,Introvert,None,Somewhat flexible
10/20/2025 12:07:00,Rajeshwaran,24ECE733,ECE,10 PM – 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",No preference,No,Ambivert,NIL,Very flexible
10/07/2025 08:53:00,Mohanraj K,24CSE922,CSE,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/01/2025 15:08:00,Kishore R,24MEC157,Mechatronics,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,Diabetes,Very flexible
10/16/2025 00:13:00,Elango,24EIE376,EIE,10 PM – 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Introvert,None,Somewhat flexible
10/02/2025 07:23:00,Varun Kumar,24PHY602,Physics,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/04/2025 22:40:00,Suresh Babu,24MEC514,Mechanical,10 PM – 12 AM,I’m okay with mild background noise/music,Complete silence,Vegetarian,Yes,Introvert,Nil,Somewhat flexible
10/06/2025 22:35:00,Selvakumar R,24EEE981,EEE,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,No,Ambivert,Asthma,Not flexible
10/13/2025 03:31:00,Santhosh K,24AIM632,AIML,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,Nil,Very flexible
10/10/2025 10:17:00,Nandhakumar,24CSE606,CSE,10 PM – 12 AM,I prefer studying in silence,Complete darkness,Non-Vegetarian,Yes,Introvert,Dust allergy,Somewhat flexible
10/02/2025 20:22:00,Kavin Kumar,24MEC682,Mechatronics,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Diabetes,Very flexible
10/06/2025 22:57:00,Ajith Kumar,24IT613,IT,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,Vegan,No,Introvert,Diabetes,Somewhat flexible
10/12/2025 07:57:00,Nandhakumar,24EIE873,EIE,Before 10 PM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Nil,Very flexible
10/20/2025 17:31:00,Krishna Raj,24EIE649,EIE,After 12 AM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Diabetes,Somewhat flexible
10/06/2025 20:58:00,Kavin Raj,24EEE899,EEE,Before 10 PM,I prefer group study,"Flexible, can adjust",Vegetarian,No,Ambivert,No,Somewhat flexible
10/19/2025 10:16:00,Aravind K,24CHE425,Chemistry,Before 10 PM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Extrovert,NIL,Very flexible
10/13/2025 14:48:00,Vignesh R,24CSE678,CSE,Before 10 PM,I prefer group study,Complete darkness,Non-Vegetarian,Yes,Introvert,Asthma,Very flexible
10/20/2025 06:30:00,Sivaranjan,24MEC823,Mechatronics,10 PM – 12 AM,I prefer group study,"Complete silence, Complete darkness",Vegetarian,Yes,Introvert,NIL,Somewhat flexible
10/12/2025 22:24:00,Vimal Raj,24IT562,IT,After 12 AM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Extrovert,None,Very flexible
10/17/2025 09:29:00,Yuvaraj,24MEC585,Mechatronics,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Extrovert,NIL,Somewhat flexible
10/06/2025 09:57:00,Vasanth Kumar,24IT100,IT,10 PM – 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
10/15/2025 09:21:00,Karthik S,24AIM804,AIML,After 12 AM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,Yes,Introvert,No,Somewhat flexible
10/14/2025 06:29:00,Yuvaraj,24CHE339,Chemistry,10 PM – 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/08/2025 04:21:00,Deepak S,24AIM750,AIML,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/05/2025 10:08:00,Varun Kumar,24EEE208,EEE,Before 10 PM,I prefer group study,Complete silence,Vegetarian,Yes,Extrovert,Nil,Very flexible
10/08/2025 15:11:00,Krishna Raj,24MEC643,Mechatronics,10 PM – 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,None,Very flexible
10/04/2025 08:50:00,Santhosh K,24EIE511,EIE,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Nil,Not flexible
10/09/2025 09:29:00,Mohanraj K,24BIO334,Biotechnology,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Vegetarian,Yes,Ambivert,Asthma,Not flexible
10/11/2025 13:47:00,Murugan A,24EEE875,EEE,10 PM – 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/21/2025 13:46:00,Ajith Kumar,24BIO928,Biotechnology,10 PM – 12 AM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,Yes,Introvert,Dust allergy,Very flexible
10/16/2025 20:33:00,Ajay Kumar,24PHY870,Physics,10 PM – 12 AM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/20/2025 01:57:00,Elango,24MEC525,Mechatronics,After 12 AM,I prefer group study,"Flexible, can adjust",Vegetarian,Yes,Introvert,None,Somewhat flexible
10/04/2025 03:39:00,Sathish Kumar,24PHY456,Physics,After 12 AM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,No,Very flexible
10/04/2025 10:58:00,Ajay Kumar,24PHY316,Physics,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/08/2025 17:38:00,Yogesh Kumar,24CSE260,CSE,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust",No preference,Yes,Ambivert,None,Somewhat flexible
10/14/2025 17:50:00,Siva Prakash,24BIO293,Biotechnology,10 PM – 12 AM,I’m okay with mild background noise/music,Complete darkness,Vegetarian,No,Ambivert,Asthma,Very flexible
10/15/2025 16:36:00,Harish G,24AIM970,AIML,After 12 AM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
10/12/2025 05:45:00,Naveen Raj,24CHE721,Chemistry,Before 10 PM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Nil,Somewhat flexible
10/10/2025 19:03:00,Vinoth Kumar,24EIE576,EIE,10 PM – 12 AM,I prefer studying in silence,Okay with some noise,Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/10/2025 00:55:00,Karthikeyan A,24EIE748,EIE,After 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/05/2025 20:35:00,Mathesh R,24BIO146,Biotechnology,10 PM – 12 AM,I prefer studying in silence,Complete darkness,Vegetarian,No,Ambivert,Diabetes,Very flexible
10/14/2025 17:11:00,Kamalakannan,24CHE432,Chemistry,10 PM – 12 AM,I prefer studying in silence,Complete darkness,Non-Vegetarian,Yes,Extrovert,NIL,Somewhat flexible
10/15/2025 11:27:00,Gopi Nath,24MEC630,Mechanical,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Ambivert,None,Very flexible
10/12/2025 20:30:00,Nithesh,24CSE537,CSE,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,No,Introvert,NIL,Very flexible
10/04/2025 13:04:00,Gokul Raj,24CSE469,CSE,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",No preference,Yes,Introvert,None,Very flexible
10/04/2025 16:33:00,Senthil Kumar,24BIO459,Biotechnology,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Introvert,Dust allergy,Very flexible
10/11/2025 15:07:00,Tharun Raj,24CSE524,CSE,After 12 AM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,Yes,Introvert,Nil,Somewhat flexible
10/11/2025 20:20:00,Krishna Raj,24BIO809,Biotechnology,After 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,No,Very flexible
10/12/2025 09:00:00,Varun Kumar,24IT877,IT,10 PM – 12 AM,I prefer studying in silence,Complete silence,Vegan,Yes,Ambivert,None,Very flexible
10/16/2025 22:40:00,Vijay Kumar,24EIE567,EIE,10 PM – 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,None,Somewhat flexible
10/20/2025 11:30:00,Kumaravel S,24MEC399,Mechanical,Before 10 PM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Diabetes,Very flexible
10/05/2025 06:54:00,Logesh Kumar,24AIM468,AIML,Before 10 PM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,Asthma,Very flexible
10/15/2025 03:03:00,Manikandan S,24CHE482,Chemistry,10 PM – 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Diabetes,Very flexible
10/07/2025 04:26:00,Senthil Kumar,24MEC616,Mechanical,Before 10 PM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,NIL,Very flexible
10/17/2025 16:04:00,Karthick Raj,24AIM688,AIML,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",No preference,Yes,Introvert,No,Somewhat flexible
10/07/2025 08:57:00,Kishore R,24AIM954,AIML,After 12 AM,I prefer studying in silence,Okay with some noise,Vegetarian,No,Extrovert,Nil,Somewhat flexible
10/11/2025 20:42:00,Arun Kumar,24AIM810,AIML,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Ambivert,Diabetes,Somewhat flexible
10/11/2025 01:02:00,Madhan Kumar,24PHY905,Physics,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,Vegetarian,Yes,Introvert,Asthma,Somewhat flexible
10/12/2025 23:01:00,Saravanan M,24AIM574,AIML,After 12 AM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Ambivert,NIL,Very flexible
10/19/2025 16:07:00,Balaji D,24EIE733,EIE,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,Diabetes,Somewhat flexible
10/22/2025 00:16:00,Mohan Das,24ECE229,ECE,Before 10 PM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,Yes,Introvert,Nil,Very flexible
10/14/2025 07:56:00,Prasanna Kumar,24CSE191,CSE,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,Yes,Extrovert,Dust allergy,Very flexible
10/11/2025 20:23:00,Vijay Kumar,24PHY305,Physics,10 PM – 12 AM,I prefer group study,Complete darkness,Non-Vegetarian,Yes,Introvert,Diabetes,Very flexible
10/19/2025 04:13:00,Karthick Raj,24EIE936,EIE,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Introvert,NIL,Very flexible
10/15/2025 14:01:00,Ranjith Kumar,24EEE705,EEE,10 PM – 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,Yes,Introvert,Nil,Very flexible
10/09/2025 01:13:00,Balamurugan,24PHY155,Physics,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Asthma,Somewhat flexible
10/15/2025 11:45:00,Mathesh R,24IT568,IT,After 12 AM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,No,Extrovert,None,Somewhat flexible
10/14/2025 18:02:00,Ashok Kumar,24CHE687,Chemistry,Before 10 PM,I prefer group study,"Flexible, can adjust, Okay with some noise",Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/03/2025 06:23:00,Nithesh,24ECE715,ECE,After 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Extrovert,None,Very flexible
10/09/2025 23:43:00,Vijay Kumar,24CHE844,Chemistry,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,None,Very flexible
10/21/2025 01:13:00,Praveen Kumar,24MEC773,Mechanical,Before 10 PM,I prefer studying in silence,Complete darkness,Non-Vegetarian,Yes,Introvert,Diabetes,Very flexible
10/03/2025 06:01:00,Rajeshwaran,24PHY477,Physics,10 PM – 12 AM,I prefer studying in silence,"Flexible, can adjust",Vegetarian,No,Introvert,Nil,Somewhat flexible
10/06/2025 13:40:00,Vasanth Kumar,24MEC498,Mechatronics,After 12 AM,I prefer group study,Complete darkness,Vegetarian,No,Extrovert,Dust allergy,Very flexible
10/06/2025 04:16:00,Varun Kumar,24MEC238,Mechanical,After 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,Asthma,Somewhat flexible
10/09/2025 13:06:00,Dharanesh,24CSE583,CSE,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Introvert,Dust allergy,Very flexible
10/11/2025 01:30:00,Prem Kumar,24ECE701,ECE,Before 10 PM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Ambivert,Nil,Very flexible
10/07/2025 09:38:00,Gokul Raj,24MEC771,Mechatronics,10 PM – 12 AM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,No,Ambivert,Nil,Somewhat flexible
10/02/2025 12:00:00,Vijay Kumar,24ECE297,ECE,After 12 AM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Extrovert,No,Somewhat flexible
10/17/2025 05:43:00,Sathya Narayanan,24CSE971,CSE,10 PM – 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,No,Ambivert,Diabetes,Very flexible
10/03/2025 21:27:00,Prasanna Kumar,24MEC875,Mechatronics,10 PM – 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Extrovert,Asthma,Very flexible
10/09/2025 03:41:00,Sundar P,24BIO959,Biotechnology,After 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,No,Introvert,None,Very flexible
10/17/2025 01:13:00,Saravanan M,24MEC909,Mechanical,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,No,Introvert,None,Very flexible
10/03/2025 13:39:00,Ashok Kumar,24MEC821,Mechatronics,Before 10 PM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Extrovert,Asthma,Very flexible
10/13/2025 19:24:00,Vignesh R,24CSE211,CSE,Before 10 PM,I prefer group study,Complete darkness,Non-Vegetarian,Yes,Introvert,Diabetes,Very flexible
10/07/2025 22:54:00,Bala Subramani,24EIE454,EIE,After 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/20/2025 03:12:00,Tharun Raj,24PHY267,Physics,After 12 AM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,No,Introvert,Nil,Very flexible
10/06/2025 06:33:00,Madhan Kumar,24MEC220,Mechatronics,Before 10 PM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,Nil,Very flexible
10/17/2025 19:31:00,Ragul Raj,24AIM710,AIML,After 12 AM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Extrovert,None,Somewhat flexible
10/13/2025 15:01:00,Sanjay Kumar,24AIM459,AIML,After 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Vegetarian,No,Ambivert,Dust allergy,Somewhat flexible
10/19/2025 15:15:00,Yogesh Kumar,24AIM229,AIML,10 PM – 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Extrovert,No,Very flexible
10/18/2025 07:34:00,Saran Raj,24PHY544,Physics,10 PM – 12 AM,I prefer studying in silence,Complete silence,Non-Vegetarian,Yes,Extrovert,None,Very flexible
10/01/2025 16:06:00,Sivakumar P,24EEE253,EEE,10 PM – 12 AM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,Yes,Ambivert,Asthma,Very flexible
10/10/2025 07:40:00,Sanjay Kumar,24ECE711,ECE,After 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,Nil,Very flexible
10/10/2025 06:11:00,Dharanesh,24EEE676,EEE,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,Diabetes,Somewhat flexible
10/04/2025 00:35:00,Bala Subramani,24EIE778,EIE,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Vegetarian,No,Ambivert,Asthma,Very flexible
10/01/2025 20:51:00,Ganesh Kumar,24MEC702,Mechatronics,Before 10 PM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,Yes,Ambivert,Asthma,Very flexible
10/08/2025 08:31:00,Saravanan M,24ECE878,ECE,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,None,Very flexible
10/14/2025 17:50:00,Hariharan,24MEC693,Mechanical,Before 10 PM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Extrovert,Dust allergy,Very flexible
10/11/2025 15:17:00,Nandhakumar,24EEE179,EEE,After 12 AM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,No,Very flexible
10/14/2025 03:23:00,Hariharan,24MEC817,Mechanical,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust",Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/09/2025 06:14:00,Deepak S,24MEC696,Mechanical,Before 10 PM,I prefer studying in silence,Complete silence,Non-Vegetarian,No,Ambivert,Dust allergy,Very flexible
10/19/2025 04:53:00,Selvakumar R,24AIM911,AIML,Before 10 PM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/15/2025 03:24:00,Arunkumar L,24IT721,IT,10 PM – 12 AM,I prefer group study,Okay with some noise,No preference,Yes,Introvert,NIL,Somewhat flexible
10/07/2025 21:09:00,Vimal Raj,24PHY212,Physics,After 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,Yes,Introvert,No,Very flexible
10/06/2025 20:27:00,Sivaranjan,24CHE465,Chemistry,After 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",Vegetarian,Yes,Introvert,None,Somewhat flexible
10/01/2025 19:10:00,Hariharan,24CSE992,CSE,Before 10 PM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,Diabetes,Somewhat flexible
10/17/2025 04:21:00,Kavin Kumar,24EEE138,EEE,10 PM – 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,No,Introvert,Diabetes,Somewhat flexible
10/13/2025 05:12:00,Ragul Raj,24ECE180,ECE,After 12 AM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/17/2025 13:50:00,Arun Kumar,24CSE525,CSE,After 12 AM,I prefer group study,Complete silence,Non-Vegetarian,No,Introvert,Asthma,Very flexible
10/06/2025 13:20:00,Ajith Kumar,24MEC238,Mechatronics,After 12 AM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Extrovert,Dust allergy,Somewhat flexible
10/03/2025 06:23:00,Gokul Raj,24CHE970,Chemistry,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Extrovert,Dust allergy,Somewhat flexible
10/11/2025 05:43:00,Mohanraj K,24PHY772,Physics,After 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/19/2025 03:44:00,Mathesh R,24AIM670,AIML,10 PM – 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/09/2025 21:48:00,Dinesh S,24IT716,IT,10 PM – 12 AM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/20/2025 08:39:00,Suresh Babu,24AIM928,AIML,After 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,No,Introvert,None,Very flexible
10/13/2025 22:38:00,Yuvaraj,24EIE296,EIE,10 PM – 12 AM,I prefer group study,"Complete silence, Complete darkness",Vegetarian,No,Introvert,Nil,Very flexible
10/21/2025 16:56:00,Jagadeesh,24AIM816,AIML,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/21/2025 22:17:00,Yogesh Kumar,24CHE483,Chemistry,10 PM – 12 AM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,Yes,Extrovert,Dust allergy,Somewhat flexible
10/11/2025 23:10:00,Karthikeyan A,24AIM146,AIML,10 PM – 12 AM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Extrovert,Nil,Very flexible
10/18/2025 22:29:00,Krishna Raj,24MEC146,Mechanical,After 12 AM,I prefer studying in silence,Complete silence,Non-Vegetarian,Yes,Extrovert,None,Somewhat flexible
10/18/2025 03:26:00,Sivakumar P,24PHY253,Physics,After 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Ambivert,None,Very flexible
10/07/2025 08:07:00,Ragul Raj,24PHY382,Physics,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",No preference,No,Introvert,None,Very flexible
10/02/2025 07:25:00,Ajay Kumar,24EEE414,EEE,After 12 AM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
